,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2,Attrition_Flag_predict,Attrition_Flag_original
6518,54,F,3,High School,Married,Less than $40K,Blue,42,4,2,3,1438.3,1108,330.3,0.782,4776,90,0.765,0.77,0.00019311,0.99981,Existing Customer,Existing Customer
6519,59,F,0,Unknown,Married,Less than $40K,Blue,36,6,1,4,2448.0,1969,479.0,0.713,5066,84,0.75,0.804,0.00014907,0.99985,Existing Customer,Existing Customer
6520,52,F,1,College,Married,Unknown,Blue,40,5,3,1,10317.0,642,9675.0,0.553,3939,60,0.875,0.062,9.8992e-05,0.9999,Existing Customer,Existing Customer
6521,38,F,1,College,Single,Less than $40K,Blue,33,6,2,3,3119.0,2517,602.0,0.722,2492,50,0.515,0.807,0.99431,0.00569,Existing Customer,Attrited Customer
6522,42,F,4,Graduate,Single,Less than $40K,Blue,36,6,2,2,2803.0,0,2803.0,0.623,2216,40,0.6,0.0,0.99169,0.00831,Existing Customer,Attrited Customer
6523,43,F,4,Graduate,Unknown,Less than $40K,Blue,30,3,2,1,2397.0,2151,246.0,0.839,4140,68,0.744,0.897,7.1987e-05,0.99993,Existing Customer,Existing Customer
6524,44,F,3,Unknown,Divorced,Less than $40K,Blue,32,3,3,2,1693.0,1457,236.0,0.919,2829,42,0.615,0.861,0.99515,0.00484967,Existing Customer,Attrited Customer
6525,52,M,2,Graduate,Married,$80K - $120K,Blue,36,4,3,2,2866.0,1882,984.0,0.803,4850,84,0.826,0.657,0.00017987,0.99982,Existing Customer,Existing Customer
6526,52,F,3,Uneducated,Unknown,$40K - $60K,Blue,36,5,2,2,2498.0,1650,848.0,0.673,4434,79,0.837,0.661,0.00012144,0.99988,Existing Customer,Existing Customer
6527,42,F,4,College,Divorced,Less than $40K,Blue,23,6,1,3,1878.0,1024,854.0,0.76,4707,74,0.897,0.545,9.4455e-05,0.99991,Existing Customer,Existing Customer
6528,53,F,1,Graduate,Married,$40K - $60K,Blue,36,6,3,3,2712.0,2487,225.0,0.571,4159,69,0.683,0.917,0.00028395,0.99972,Existing Customer,Existing Customer
6529,52,M,2,High School,Single,$120K +,Blue,38,6,3,3,34516.0,0,34516.0,0.639,2213,47,0.382,0.0,0.99661,0.00338788,Existing Customer,Attrited Customer
6530,34,F,3,Graduate,Married,$40K - $60K,Blue,29,6,1,1,6169.0,2517,3652.0,1.117,4794,71,0.69,0.408,3.4465e-05,0.99997,Existing Customer,Existing Customer
6531,51,M,2,Graduate,Married,$80K - $120K,Blue,35,4,2,2,6205.0,2264,3941.0,0.773,4605,88,0.725,0.365,0.00011382,0.99989,Existing Customer,Existing Customer
6532,43,F,2,Unknown,Unknown,Less than $40K,Blue,36,4,3,3,1780.0,1541,239.0,0.839,5008,93,0.722,0.866,0.00033251,0.99967,Existing Customer,Existing Customer
6533,48,F,3,High School,Married,Less than $40K,Blue,36,5,2,1,1438.3,0,1438.3,0.646,4490,65,0.625,0.0,6.9242e-05,0.99993,Existing Customer,Existing Customer
6534,41,F,2,High School,Married,Less than $40K,Blue,36,3,2,2,2811.0,2404,407.0,0.491,2245,41,0.464,0.855,0.99104,0.00896,Existing Customer,Attrited Customer
6535,59,F,1,Unknown,Single,Less than $40K,Blue,53,5,6,2,7501.0,2517,4984.0,0.663,2280,49,0.531,0.336,0.99322,0.00678,Existing Customer,Attrited Customer
6536,62,M,1,Graduate,Unknown,Less than $40K,Blue,36,6,3,2,2856.0,2517,339.0,0.615,4473,67,0.489,0.881,0.00016883,0.99983,Existing Customer,Existing Customer
6537,37,M,3,Unknown,Single,$80K - $120K,Blue,22,4,2,2,29898.0,1414,28484.0,0.453,3883,68,0.7,0.047,0.00012982,0.99987,Existing Customer,Existing Customer
6538,46,M,2,Graduate,Married,$60K - $80K,Blue,36,4,2,2,1939.0,685,1254.0,0.421,4327,84,0.68,0.353,0.00011382,0.99989,Existing Customer,Existing Customer
6539,50,F,2,High School,Married,Less than $40K,Blue,21,6,1,1,2965.0,1819,1146.0,0.796,4475,66,0.692,0.613,3.2288e-05,0.99997,Existing Customer,Existing Customer
6540,40,F,4,Unknown,Single,Less than $40K,Blue,25,6,2,1,2812.0,2029,783.0,0.634,4763,74,0.762,0.722,7.9128e-05,0.99992,Existing Customer,Existing Customer
6541,59,F,1,Graduate,Single,Unknown,Blue,36,3,2,3,10031.0,0,10031.0,0.238,1792,29,0.074,0.0,0.99447,0.00553,Existing Customer,Attrited Customer
6542,62,M,0,Graduate,Divorced,$40K - $60K,Blue,36,6,3,2,4049.0,0,4049.0,0.567,4003,73,0.659,0.0,0.00015435,0.99985,Existing Customer,Existing Customer
6543,38,F,3,Graduate,Single,$40K - $60K,Blue,26,3,2,3,2669.0,0,2669.0,0.67,2271,31,0.722,0.0,0.99499,0.00501,Existing Customer,Attrited Customer
6544,44,F,3,College,Single,Less than $40K,Blue,28,6,2,2,1951.0,0,1951.0,0.772,2697,45,0.731,0.0,0.99137,0.00863,Existing Customer,Attrited Customer
6545,59,F,1,Graduate,Single,$40K - $60K,Blue,36,3,3,1,1528.0,0,1528.0,0.669,4411,77,0.833,0.0,0.00010182,0.9999,Existing Customer,Existing Customer
6546,48,F,2,High School,Married,Less than $40K,Blue,36,6,3,3,1438.3,455,983.3,0.626,2090,50,0.562,0.316,0.99661,0.00338788,Existing Customer,Attrited Customer
6547,50,M,2,Unknown,Married,$60K - $80K,Blue,43,4,3,4,3143.0,0,3143.0,0.764,2297,37,0.321,0.0,0.99824,0.00175907,Existing Customer,Attrited Customer
6548,46,F,5,High School,Unknown,Less than $40K,Blue,37,4,3,3,1438.3,725,713.3,0.715,3916,79,0.795,0.504,0.00030361,0.9997,Existing Customer,Existing Customer
6549,43,M,2,Unknown,Single,$40K - $60K,Blue,36,4,4,1,8406.0,0,8406.0,0.743,3820,75,0.63,0.0,0.0001441,0.99986,Existing Customer,Existing Customer
6550,50,F,0,High School,Unknown,Less than $40K,Blue,36,3,2,1,2242.0,888,1354.0,0.661,4708,81,0.558,0.396,5.7261e-05,0.99994,Existing Customer,Existing Customer
6551,44,M,5,Graduate,Divorced,$60K - $80K,Blue,36,3,3,6,6538.0,0,6538.0,0.556,2132,33,0.571,0.0,0.99938,0.00061727,Existing Customer,Attrited Customer
6552,42,F,2,Unknown,Married,Less than $40K,Blue,29,3,3,1,4710.0,1604,3106.0,0.607,4663,78,0.814,0.341,0.00011924,0.99988,Existing Customer,Existing Customer
6553,50,M,1,Graduate,Single,$120K +,Blue,41,4,1,3,13032.0,1701,11331.0,0.904,4348,77,0.878,0.131,8.6952e-05,0.99991,Existing Customer,Existing Customer
6554,45,F,4,High School,Married,Less than $40K,Blue,36,5,2,2,2225.0,0,2225.0,0.611,4138,85,0.771,0.0,0.00011604,0.99988,Existing Customer,Existing Customer
6555,52,F,3,Graduate,Married,$40K - $60K,Blue,36,6,4,2,3143.0,2268,875.0,0.801,4417,84,0.68,0.722,0.00022556,0.99977,Existing Customer,Existing Customer
6556,49,M,2,Uneducated,Married,$60K - $80K,Blue,44,6,1,3,5013.0,0,5013.0,0.822,5223,84,0.909,0.0,9.5249e-05,0.9999,Existing Customer,Existing Customer
6557,60,F,0,High School,Married,Less than $40K,Blue,50,6,0,1,3466.0,973,2493.0,0.652,4073,69,0.605,0.281,1.0252e-05,0.99999,Existing Customer,Existing Customer
6558,38,F,2,Graduate,Married,Less than $40K,Blue,18,5,3,3,1686.0,1206,480.0,0.767,4891,68,0.511,0.715,0.00030251,0.9997,Existing Customer,Existing Customer
6559,44,F,3,Unknown,Divorced,$40K - $60K,Blue,34,2,3,2,1689.0,0,1689.0,0.202,1588,37,0.276,0.0,0.99515,0.00484967,Existing Customer,Attrited Customer
6560,47,M,1,Graduate,Married,$40K - $60K,Blue,42,3,2,1,1626.0,0,1626.0,0.783,4847,78,1.053,0.0,6.4428e-05,0.99994,Existing Customer,Existing Customer
6561,57,F,2,Uneducated,Single,Less than $40K,Blue,51,3,5,2,1614.0,0,1614.0,0.241,1690,38,0.357,0.0,0.99518,0.00481678,Existing Customer,Attrited Customer
6562,41,F,3,Uneducated,Single,Unknown,Blue,29,6,3,3,2429.0,1966,463.0,1.046,4775,84,0.787,0.809,0.00032275,0.99968,Existing Customer,Existing Customer
6563,35,F,2,Unknown,Married,$40K - $60K,Blue,15,4,2,1,1438.3,834,604.3,0.684,4551,82,0.64,0.58,7.5449e-05,0.99992,Existing Customer,Existing Customer
6564,39,M,4,Graduate,Married,$80K - $120K,Blue,30,5,2,2,17523.0,0,17523.0,0.424,1974,54,0.688,0.0,0.99169,0.00831,Existing Customer,Attrited Customer
6565,54,F,2,College,Married,Less than $40K,Blue,43,3,4,1,2573.0,1760,813.0,0.676,4404,93,0.824,0.684,0.00012746,0.99987,Existing Customer,Existing Customer
6566,43,F,3,Graduate,Single,$40K - $60K,Blue,33,3,2,2,2900.0,2122,778.0,0.631,4656,59,1.458,0.732,0.00011811,0.99988,Existing Customer,Existing Customer
6567,32,F,2,Post-Graduate,Single,Less than $40K,Blue,36,4,5,1,2352.0,2176,176.0,0.857,5209,93,0.755,0.925,0.00014256,0.99986,Existing Customer,Existing Customer
6568,58,F,2,College,Single,Less than $40K,Blue,36,6,4,0,2212.0,1902,310.0,0.691,4976,79,0.975,0.86,7.7964e-05,0.99992,Existing Customer,Existing Customer
6569,33,M,2,College,Single,$80K - $120K,Blue,36,4,3,2,9642.0,1431,8211.0,0.561,2172,33,0.571,0.148,0.99432,0.00568,Existing Customer,Attrited Customer
6570,56,M,1,High School,Married,$120K +,Blue,37,4,1,3,9257.0,0,9257.0,0.722,4212,72,0.895,0.0,8.453e-05,0.99992,Existing Customer,Existing Customer
6571,46,F,2,Unknown,Single,Less than $40K,Blue,36,6,3,3,1731.0,0,1731.0,0.529,2304,46,1.0,0.0,0.997,0.00299743,Existing Customer,Attrited Customer
6572,61,M,1,Graduate,Unknown,$60K - $80K,Blue,49,6,2,2,16929.0,1838,15091.0,0.551,4799,79,0.519,0.109,0.00010684,0.99989,Existing Customer,Existing Customer
6573,50,M,2,College,Married,$80K - $120K,Blue,39,6,4,2,3606.0,1862,1744.0,0.689,3568,92,0.804,0.516,0.00021134,0.99979,Existing Customer,Existing Customer
6574,44,M,4,Uneducated,Single,$40K - $60K,Blue,33,4,3,3,1714.0,0,1714.0,0.849,4180,71,0.919,0.0,0.0003262,0.99967,Existing Customer,Existing Customer
6575,46,M,3,Uneducated,Married,$80K - $120K,Blue,36,3,2,2,23512.0,1562,21950.0,0.632,3764,60,0.538,0.066,0.00012144,0.99988,Existing Customer,Existing Customer
6576,44,F,3,Unknown,Married,Less than $40K,Blue,35,3,3,2,1855.0,0,1855.0,0.988,2544,27,0.929,0.0,0.99515,0.00484967,Existing Customer,Attrited Customer
6577,44,F,3,College,Single,Less than $40K,Blue,34,4,3,1,1605.0,890,715.0,0.742,2722,45,0.5,0.555,0.99095,0.00905,Existing Customer,Attrited Customer
6578,46,F,3,Graduate,Married,Less than $40K,Blue,36,3,3,3,2302.0,1593,709.0,0.671,2689,49,0.324,0.692,0.99683,0.00317458,Existing Customer,Attrited Customer
6579,42,M,3,Uneducated,Married,$60K - $80K,Blue,25,6,2,3,13546.0,1720,11826.0,0.538,3943,73,0.698,0.127,0.00020424,0.9998,Existing Customer,Existing Customer
6580,54,F,4,Post-Graduate,Unknown,Less than $40K,Blue,44,5,3,3,2440.0,503,1937.0,0.415,2334,51,0.594,0.206,0.99733,0.00267072,Existing Customer,Attrited Customer
6581,39,F,1,Graduate,Single,Less than $40K,Blue,30,5,6,2,2669.0,2397,272.0,0.807,3847,65,0.585,0.898,0.00013328,0.99987,Existing Customer,Existing Customer
6582,47,F,3,Unknown,Single,Less than $40K,Blue,35,4,3,6,2402.0,628,1774.0,0.689,1930,48,0.6,0.261,0.99944,0.00055875,Existing Customer,Attrited Customer
6583,46,F,2,Unknown,Single,$40K - $60K,Blue,33,5,3,6,3001.0,0,3001.0,0.74,2577,39,0.444,0.0,0.99942,0.00057979,Existing Customer,Attrited Customer
6584,42,F,2,Unknown,Married,Less than $40K,Blue,31,6,2,3,2552.0,2220,332.0,0.782,4437,61,1.033,0.87,0.00021042,0.99979,Existing Customer,Existing Customer
6585,41,F,3,Unknown,Married,Less than $40K,Blue,34,3,6,2,2679.0,2214,465.0,1.036,4682,81,0.841,0.826,0.00016195,0.99984,Existing Customer,Existing Customer
6586,45,F,4,High School,Single,Less than $40K,Blue,35,3,2,2,1502.0,0,1502.0,0.739,4890,61,0.794,0.0,0.00011604,0.99988,Existing Customer,Existing Customer
6587,61,F,1,Graduate,Unknown,$40K - $60K,Blue,55,4,3,3,1438.3,0,1438.3,0.573,4518,81,0.723,0.0,0.00028395,0.99972,Existing Customer,Existing Customer
6588,46,F,4,Unknown,Married,Less than $40K,Blue,38,5,2,3,3331.0,1307,2024.0,0.617,3946,69,0.683,0.392,0.00022068,0.99978,Existing Customer,Existing Customer
6589,32,F,1,Unknown,Divorced,Less than $40K,Blue,19,3,2,1,1438.3,0,1438.3,0.686,4593,79,0.612,0.0,7.0819e-05,0.99993,Existing Customer,Existing Customer
6590,55,F,2,Unknown,Single,Less than $40K,Blue,39,3,2,3,2426.0,1589,837.0,0.87,5175,82,0.822,0.655,0.00021042,0.99979,Existing Customer,Existing Customer
6591,59,M,2,High School,Single,$80K - $120K,Blue,54,3,2,2,2791.0,2396,395.0,0.889,2658,43,0.344,0.858,0.99104,0.00896,Existing Customer,Attrited Customer
6592,49,M,2,Unknown,Unknown,$80K - $120K,Blue,43,5,2,2,18379.0,999,17380.0,0.466,4122,70,0.707,0.054,0.00012511,0.99987,Existing Customer,Existing Customer
6593,46,M,2,Doctorate,Married,$120K +,Blue,34,6,3,1,3499.0,1759,1740.0,0.635,3972,67,0.558,0.503,0.00015697,0.99984,Existing Customer,Existing Customer
6594,60,F,0,College,Single,Less than $40K,Blue,48,5,1,3,1438.3,0,1438.3,0.653,4104,83,0.729,0.0,7.7286e-05,0.99992,Existing Customer,Existing Customer
6595,40,M,2,Graduate,Married,$120K +,Blue,28,6,3,3,18295.0,0,18295.0,0.625,4827,70,0.75,0.0,0.00030251,0.9997,Existing Customer,Existing Customer
6596,39,F,1,Graduate,Single,Less than $40K,Blue,29,4,1,3,1568.0,995,573.0,0.908,4531,76,0.81,0.635,8.6952e-05,0.99991,Existing Customer,Existing Customer
6597,57,F,2,Post-Graduate,Married,Less than $40K,Blue,36,3,0,1,2712.0,1445,1267.0,0.819,4520,79,0.881,0.533,1.4461e-05,0.99999,Existing Customer,Existing Customer
6598,48,M,5,Post-Graduate,Single,$120K +,Silver,41,5,3,1,34516.0,2517,31999.0,0.553,2260,50,0.786,0.073,0.99167,0.00833,Existing Customer,Attrited Customer
6599,55,F,5,High School,Single,Less than $40K,Blue,49,6,2,1,2177.0,1472,705.0,0.787,5228,77,0.674,0.676,6.889e-05,0.99993,Existing Customer,Existing Customer
6600,44,F,2,Uneducated,Married,Less than $40K,Blue,34,3,3,1,2296.0,0,2296.0,0.749,5108,87,0.74,0.0,0.00011153,0.99989,Existing Customer,Existing Customer
6601,43,F,3,Post-Graduate,Married,Less than $40K,Blue,35,5,3,3,2435.0,1595,840.0,0.691,5268,88,0.66,0.655,0.00036935,0.99963,Existing Customer,Existing Customer
6602,51,F,3,Graduate,Divorced,Less than $40K,Blue,41,5,3,3,1495.0,691,804.0,0.705,2552,42,0.556,0.462,0.99683,0.00317458,Existing Customer,Attrited Customer
6603,41,M,3,Doctorate,Single,$120K +,Blue,26,3,2,2,9220.0,0,9220.0,0.733,2276,32,0.6,0.0,0.99418,0.00582,Existing Customer,Attrited Customer
6604,52,M,2,High School,Married,$60K - $80K,Blue,40,3,4,2,23128.0,1958,21170.0,0.604,2050,35,0.667,0.085,0.99529,0.00470886,Existing Customer,Attrited Customer
6605,47,F,2,Doctorate,Single,Less than $40K,Blue,37,3,0,1,4254.0,1204,3050.0,0.538,5385,93,0.691,0.283,1.7785e-05,0.99998,Existing Customer,Existing Customer
6606,47,F,3,Unknown,Single,$40K - $60K,Blue,42,1,5,3,14897.0,0,14897.0,0.489,2164,53,0.606,0.0,0.99741,0.00258725,Existing Customer,Attrited Customer
6607,54,F,2,Uneducated,Single,Less than $40K,Blue,36,3,2,2,3554.0,0,3554.0,0.929,4121,82,0.783,0.0,0.00011703,0.99988,Existing Customer,Existing Customer
6608,34,F,2,High School,Married,Less than $40K,Blue,13,6,2,2,1798.0,833,965.0,0.882,4551,84,0.787,0.463,0.00011065,0.99989,Existing Customer,Existing Customer
6609,44,F,2,College,Single,Less than $40K,Blue,34,3,2,1,2429.0,1687,742.0,0.766,4122,74,0.85,0.695,6.6734e-05,0.99993,Existing Customer,Existing Customer
6610,46,F,4,Graduate,Divorced,$40K - $60K,Blue,39,3,1,1,2477.0,1480,997.0,0.826,5138,77,0.974,0.597,3.4833e-05,0.99997,Existing Customer,Existing Customer
6611,36,F,2,Uneducated,Divorced,Unknown,Blue,36,3,2,1,14304.0,699,13605.0,0.549,4746,73,0.521,0.049,7.0576e-05,0.99993,Existing Customer,Existing Customer
6612,30,F,0,High School,Single,Less than $40K,Blue,36,5,1,1,1536.0,801,735.0,0.944,3904,74,0.897,0.521,2.7707e-05,0.99997,Existing Customer,Existing Customer
6613,39,F,3,High School,Unknown,Unknown,Blue,34,4,3,2,15370.0,686,14684.0,0.81,4106,71,1.029,0.045,0.00018145,0.99982,Existing Customer,Existing Customer
6614,45,M,4,Unknown,Unknown,$40K - $60K,Gold,39,5,1,2,23981.0,1684,22297.0,0.736,4141,73,0.521,0.07,7.315e-05,0.99993,Existing Customer,Existing Customer
6615,42,M,3,Unknown,Single,$60K - $80K,Blue,38,5,1,1,6318.0,1397,4921.0,0.517,4166,86,0.755,0.221,3.7884e-05,0.99996,Existing Customer,Existing Customer
6616,32,F,1,Graduate,Single,Unknown,Blue,13,5,1,3,3558.0,816,2742.0,0.77,4878,71,0.578,0.229,8.6952e-05,0.99991,Existing Customer,Existing Customer
6617,56,F,4,Graduate,Unknown,Less than $40K,Blue,44,5,3,3,1677.0,0,1677.0,0.835,2477,45,0.324,0.0,0.99686,0.00314112,Existing Customer,Attrited Customer
6618,53,F,4,Unknown,Married,Less than $40K,Blue,47,3,2,2,2734.0,2085,649.0,0.764,4064,66,0.784,0.763,0.00013121,0.99987,Existing Customer,Existing Customer
6619,52,F,2,Graduate,Married,$40K - $60K,Blue,36,5,3,1,2396.0,1663,733.0,0.645,4569,70,0.667,0.694,0.00010848,0.99989,Existing Customer,Existing Customer
6620,45,M,4,High School,Married,$80K - $120K,Blue,35,5,2,3,9852.0,2277,7575.0,0.831,3813,71,0.614,0.231,0.00019517,0.9998,Existing Customer,Existing Customer
6621,49,M,4,High School,Single,$60K - $80K,Blue,30,5,3,3,1579.0,900,679.0,0.592,4354,70,0.707,0.57,0.00030842,0.99969,Existing Customer,Existing Customer
6622,44,F,3,Unknown,Single,Unknown,Blue,37,3,2,3,1900.0,0,1900.0,0.864,2298,45,0.452,0.0,0.99544,0.00455805,Existing Customer,Attrited Customer
6623,42,F,2,College,Married,$40K - $60K,Blue,28,6,2,1,1820.0,0,1820.0,0.658,4592,67,0.811,0.0,6.6734e-05,0.99993,Existing Customer,Existing Customer
6624,58,F,1,Uneducated,Unknown,$40K - $60K,Blue,39,5,1,1,2406.0,0,2406.0,1.016,4450,73,0.698,0.0,3.2055e-05,0.99997,Existing Customer,Existing Customer
6625,60,M,0,Unknown,Married,$60K - $80K,Blue,47,5,1,3,4541.0,1037,3504.0,0.825,2829,44,0.467,0.228,0.98869,0.01131,Existing Customer,Attrited Customer
6626,51,F,4,Unknown,Single,Less than $40K,Blue,43,6,3,2,3124.0,2517,607.0,0.635,4716,68,0.581,0.806,0.00020735,0.99979,Existing Customer,Existing Customer
6627,44,F,2,Graduate,Single,Less than $40K,Blue,26,6,3,1,2240.0,1664,576.0,0.691,4399,80,0.6,0.743,0.00010848,0.99989,Existing Customer,Existing Customer
6628,43,F,4,Uneducated,Married,$40K - $60K,Blue,31,4,1,3,1773.0,882,891.0,0.68,5400,84,0.615,0.497,9.9893e-05,0.9999,Existing Customer,Existing Customer
6629,27,F,0,Graduate,Married,Less than $40K,Blue,36,3,2,2,1674.0,752,922.0,0.963,4513,57,0.966,0.449,9.7673e-05,0.9999,Existing Customer,Existing Customer
6630,46,F,4,Graduate,Married,Unknown,Blue,39,4,3,3,3257.0,0,3257.0,0.757,4042,85,0.848,0.0,0.00031726,0.99968,Existing Customer,Existing Customer
6631,48,F,3,High School,Married,Unknown,Silver,36,4,2,3,32611.0,1718,30893.0,0.971,3916,61,0.605,0.053,0.00017449,0.99983,Existing Customer,Existing Customer
6632,47,F,3,Graduate,Divorced,Less than $40K,Blue,38,5,1,2,3027.0,1671,1356.0,0.934,3912,77,0.925,0.552,5.7151e-05,0.99994,Existing Customer,Existing Customer
6633,45,F,3,Graduate,Single,Less than $40K,Blue,35,4,3,3,4210.0,0,4210.0,1.027,4175,58,0.933,0.0,0.0003139,0.99969,Existing Customer,Existing Customer
6634,46,M,3,Graduate,Divorced,$40K - $60K,Blue,27,5,2,3,10931.0,2297,8634.0,0.639,4802,73,0.872,0.21,0.00019864,0.9998,Existing Customer,Existing Customer
6635,55,M,3,Graduate,Single,$120K +,Blue,43,5,1,3,34516.0,0,34516.0,0.813,4131,66,0.61,0.0,9.6126e-05,0.9999,Existing Customer,Existing Customer
6636,51,F,0,Doctorate,Single,$40K - $60K,Blue,36,3,2,1,2637.0,1009,1628.0,0.574,4525,83,0.729,0.383,8.5238e-05,0.99991,Existing Customer,Existing Customer
6637,42,F,4,Graduate,Single,Less than $40K,Blue,33,4,2,2,2899.0,1952,947.0,0.667,4906,94,0.679,0.673,0.00011937,0.99988,Existing Customer,Existing Customer
6638,40,M,2,Unknown,Divorced,$120K +,Blue,26,3,2,3,1438.3,0,1438.3,0.634,4776,82,0.673,0.0,0.00021042,0.99979,Existing Customer,Existing Customer
6639,65,M,0,Doctorate,Divorced,Less than $40K,Blue,56,6,1,3,1573.0,653,920.0,0.71,3349,77,0.674,0.415,0.00011504,0.99988,Existing Customer,Existing Customer
6640,49,F,3,Graduate,Married,Less than $40K,Blue,37,4,2,1,6184.0,0,6184.0,0.476,1756,49,0.324,0.0,0.98616,0.01384,Existing Customer,Attrited Customer
6641,51,M,0,College,Married,$120K +,Silver,35,5,1,2,34516.0,2332,32184.0,0.8,4587,82,0.745,0.068,4.1519e-05,0.99996,Existing Customer,Existing Customer
6642,56,F,3,Uneducated,Married,Unknown,Blue,47,4,1,2,1822.0,1118,704.0,0.896,4576,78,0.529,0.614,5.8763e-05,0.99994,Existing Customer,Existing Customer
6643,41,F,2,Unknown,Single,Less than $40K,Blue,29,6,3,0,2701.0,1839,862.0,0.765,4406,80,0.778,0.681,7.2936e-05,0.99993,Existing Customer,Existing Customer
6644,47,F,1,High School,Unknown,Less than $40K,Blue,41,6,3,2,3654.0,0,3654.0,0.63,1998,44,0.467,0.0,0.99395,0.00605,Existing Customer,Attrited Customer
6645,37,M,3,Post-Graduate,Single,$80K - $120K,Blue,31,6,3,3,2626.0,1736,890.0,0.786,4714,93,0.788,0.661,0.00036935,0.99963,Existing Customer,Existing Customer
6646,48,F,1,High School,Single,Less than $40K,Blue,36,4,3,3,1438.3,812,626.3,0.667,3868,80,0.702,0.565,0.00027604,0.99972,Existing Customer,Existing Customer
6647,46,F,4,Graduate,Single,Unknown,Blue,42,4,0,3,13376.0,1633,11743.0,0.98,4515,63,1.172,0.122,3.595e-05,0.99996,Existing Customer,Existing Customer
6648,55,M,3,Graduate,Single,$120K +,Blue,42,3,3,2,31636.0,2517,29119.0,0.718,4231,68,1.061,0.08,0.00018665,0.99981,Existing Customer,Existing Customer
6649,36,M,1,Unknown,Married,Less than $40K,Blue,26,5,2,2,3453.0,2517,936.0,0.585,4386,68,0.789,0.729,0.00011743,0.99988,Existing Customer,Existing Customer
6650,44,F,3,Graduate,Married,Less than $40K,Blue,38,4,2,3,3889.0,2517,1372.0,0.405,1718,37,0.276,0.647,0.99499,0.00501,Existing Customer,Attrited Customer
6651,47,F,4,Post-Graduate,Unknown,$40K - $60K,Blue,36,6,2,3,2216.0,1800,416.0,0.751,4711,83,0.694,0.812,0.00023623,0.99976,Existing Customer,Existing Customer
6652,46,M,2,Uneducated,Married,$80K - $120K,Blue,38,4,5,2,11434.0,0,11434.0,0.84,4520,83,0.844,0.0,0.00020656,0.99979,Existing Customer,Existing Customer
6653,43,F,5,Graduate,Married,Unknown,Blue,34,5,1,3,3146.0,808,2338.0,0.711,4149,66,0.784,0.257,9.5638e-05,0.9999,Existing Customer,Existing Customer
6654,46,M,3,High School,Married,$80K - $120K,Blue,36,6,3,3,2790.0,2185,605.0,0.671,3392,86,0.755,0.783,0.00030516,0.99969,Existing Customer,Existing Customer
6655,57,F,4,High School,Single,Unknown,Blue,36,3,6,3,4396.0,834,3562.0,0.66,4826,88,0.913,0.19,0.00024348,0.99976,Existing Customer,Existing Customer
6656,62,M,0,Uneducated,Single,$60K - $80K,Blue,50,5,2,2,14314.0,656,13658.0,0.822,4355,70,0.667,0.046,0.00010043,0.9999,Existing Customer,Existing Customer
6657,47,M,2,Graduate,Married,$40K - $60K,Blue,30,4,3,2,1889.0,0,1889.0,0.874,2479,46,0.533,0.0,0.99447,0.00553,Existing Customer,Attrited Customer
6658,39,F,1,High School,Single,Less than $40K,Blue,31,5,2,1,1862.0,726,1136.0,0.63,5105,79,1.026,0.39,6.2633e-05,0.99994,Existing Customer,Existing Customer
6659,53,M,0,High School,Married,$40K - $60K,Blue,39,5,2,2,2875.0,1671,1204.0,0.923,4399,88,0.692,0.581,9.4951e-05,0.99991,Existing Customer,Existing Customer
6660,49,F,3,High School,Married,Less than $40K,Blue,36,4,2,2,1763.0,0,1763.0,0.896,2813,43,0.536,0.0,0.99137,0.00863,Existing Customer,Attrited Customer
6661,46,F,5,Graduate,Married,$40K - $60K,Blue,33,3,1,1,1438.3,883,555.3,0.708,4474,63,0.853,0.614,3.429e-05,0.99997,Existing Customer,Existing Customer
6662,39,M,1,Post-Graduate,Single,$40K - $60K,Blue,35,5,1,1,2623.0,2121,502.0,0.722,4078,70,0.795,0.809,3.6684e-05,0.99996,Existing Customer,Existing Customer
6663,58,F,2,High School,Married,Less than $40K,Blue,53,3,0,2,1944.0,0,1944.0,0.613,2412,40,0.481,0.0,0.95195,0.04805,Existing Customer,Attrited Customer
6664,43,F,3,Uneducated,Married,$40K - $60K,Blue,36,6,4,3,1438.3,0,1438.3,0.747,2116,38,0.583,0.0,0.99744,0.0025563,Existing Customer,Attrited Customer
6665,39,F,1,Graduate,Single,Unknown,Blue,34,3,1,1,2884.0,2517,367.0,0.693,4809,87,0.74,0.873,3.1176e-05,0.99997,Existing Customer,Existing Customer
6666,44,F,1,Unknown,Single,Less than $40K,Blue,36,3,3,2,2936.0,1297,1639.0,0.556,4509,70,0.795,0.442,0.00018558,0.99981,Existing Customer,Existing Customer
6667,42,M,3,Graduate,Married,$40K - $60K,Blue,23,5,3,2,5791.0,2517,3274.0,0.69,2516,64,0.641,0.435,0.99467,0.00533,Existing Customer,Attrited Customer
