"CLIENTNUM,""Attrition_Flag"",""Customer_Age"",""Gender"",""Dependent_count"",""Education_Level"",""Marital_Status"",""Income_Category"",""Card_Category"",""Months_on_book"",""Total_Relationship_Count"",""Months_Inactive_12_mon"",""Contacts_Count_12_mon"",""Credit_Limit"",""Total_Revolving_Bal"",""Avg_Open_To_Buy"",""Total_Amt_Chng_Q4_Q1"",""Total_Trans_Amt"",""Total_Trans_Ct"",""Total_Ct_Chng_Q4_Q1"",""Avg_Utilization_Ratio"",""Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1"",""Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2"""
"718465458,""Existing Customer"",49,""M"",1,""Unknown"",""Single"",""$80K - $120K"",""Blue"",31,6,1,4,5898,1348,4550,0.64,1002,21,1.333,0.229,0.00016305,0.99984"
"710616183,""Existing Customer"",46,""F"",3,""Uneducated"",""Single"",""Unknown"",""Blue"",33,5,3,4,19995,0,19995,0.65,1879,34,0.7,0,0.00055052,0.99945"
"714580158,""Existing Customer"",26,""M"",0,""Post-Graduate"",""Married"",""$40K - $60K"",""Blue"",36,6,1,4,2773,2080,693,0.695,3567,73,0.622,0.75,0.00015958,0.99984"
"710798883,""Existing Customer"",52,""M"",3,""Graduate"",""Single"",""$60K - $80K"",""Blue"",44,4,2,4,3323,2310,1013,0.749,1599,47,0.808,0.695,0.00033886,0.99966"
"720511608,""Existing Customer"",38,""F"",0,""Graduate"",""Married"",""Unknown"",""Blue"",28,5,3,3,16049,799,15250,0.777,1989,33,0.571,0.05,0.0002596,0.99974"
"708913233,""Existing Customer"",37,""M"",1,""High School"",""Married"",""$40K - $60K"",""Blue"",28,3,4,2,3601,1236,2365,0.726,1802,34,0.478,0.343,0.00019835,0.9998"
"788038383,""Existing Customer"",33,""F"",3,""Graduate"",""Married"",""Less than $40K"",""Blue"",25,3,2,2,2307,1385,922,1.515,2440,48,0.846,0.6,0.00011811,0.99988"
"719905908,""Existing Customer"",59,""M"",1,""Uneducated"",""Married"",""$60K - $80K"",""Blue"",36,4,3,3,3742,1175,2567,0.514,1505,31,0.824,0.314,0.00029196,0.99971"
"807044958,""Existing Customer"",34,""M"",3,""High School"",""Married"",""$40K - $60K"",""Blue"",29,6,3,3,2937,869,2068,1.493,2171,45,0.875,0.296,0.00030516,0.99969"
"719514783,""Existing Customer"",39,""F"",3,""Post-Graduate"",""Unknown"",""Unknown"",""Blue"",26,6,1,4,3209,2517,692,0.431,1292,37,0.762,0.784,0.00019296,0.99981"
"787643658,""Existing Customer"",59,""M"",0,""Graduate"",""Married"",""$60K - $80K"",""Blue"",53,6,1,4,12554,2169,10385,0.529,1422,30,0.579,0.173,0.00013562,0.99986"
"779138883,""Existing Customer"",50,""M"",1,""Graduate"",""Married"",""$60K - $80K"",""Blue"",34,6,3,4,4702,0,4702,0.578,1673,44,0.257,0,0.00048435,0.99952"
"708173433,""Existing Customer"",26,""F"",1,""Unknown"",""Single"",""$40K - $60K"",""Blue"",14,4,2,4,5645,2324,3321,0.655,2482,57,0.727,0.412,0.00033692,0.99966"
"778401033,""Existing Customer"",32,""M"",0,""High School"",""Married"",""$60K - $80K"",""Blue"",13,3,3,4,14308,1889,12419,1.053,1659,39,1.167,0.132,0.00043049,0.99957"
"818375733,""Attrited Customer"",51,""F"",2,""College"",""Married"",""$40K - $60K"",""Blue"",46,3,1,3,4882,695,4187,0.508,1544,44,0.517,0.142,0.98902,0.01098"
"711048783,""Existing Customer"",41,""M"",4,""Doctorate"",""Married"",""$80K - $120K"",""Blue"",29,3,3,3,33405,0,33405,0.535,1345,34,0.619,0,0.00045905,0.99954"
"721415658,""Existing Customer"",39,""F"",1,""Graduate"",""Married"",""$40K - $60K"",""Blue"",27,3,1,2,2700,2220,480,1.595,2901,59,1.36,0.822,5.1697e-05,0.99995"
"717961458,""Existing Customer"",49,""F"",2,""Uneducated"",""Single"",""Less than $40K"",""Blue"",37,5,1,4,2934,2381,553,0.762,3396,64,0.778,0.812,0.00016249,0.99984"
"718563483,""Existing Customer"",30,""M"",2,""Unknown"",""Divorced"",""$120K +"",""Blue"",14,3,2,3,1548,0,1548,0.828,2611,64,0.455,0,0.00021042,0.99979"
"717128283,""Existing Customer"",40,""F"",3,""High School"",""Unknown"",""Less than $40K"",""Blue"",36,5,2,2,5525,2409,3116,0.929,2305,33,0.941,0.436,0.00011482,0.99989"
"718068933,""Existing Customer"",36,""F"",3,""Uneducated"",""Single"",""Less than $40K"",""Blue"",36,5,2,4,5750,1521,4229,0.837,2155,61,0.605,0.265,0.00034841,0.99965"
"718623783,""Existing Customer"",56,""M"",2,""College"",""Married"",""$120K +"",""Blue"",36,6,3,2,27157,1547,25610,0.487,1535,38,0.267,0.057,0.00017488,0.99983"
"716565258,""Existing Customer"",37,""M"",3,""Doctorate"",""Single"",""$80K - $120K"",""Blue"",36,5,2,4,12830,0,12830,0.774,2526,54,0.588,0,0.0004903,0.99951"
"712505658,""Existing Customer"",51,""F"",4,""Unknown"",""Single"",""Less than $40K"",""Blue"",41,3,1,3,5530,1999,3531,1.018,1766,45,0.667,0.361,0.00010679,0.99989"
"792565908,""Existing Customer"",36,""F"",2,""Uneducated"",""Single"",""Less than $40K"",""Blue"",30,6,2,3,2684,1474,1210,1.042,2346,51,1.04,0.549,0.00019683,0.9998"
"709267308,""Existing Customer"",62,""M"",1,""Graduate"",""Married"",""$80K - $120K"",""Blue"",49,3,1,2,2437,1400,1037,0.779,1651,32,1,0.574,5.1697e-05,0.99995"
"710035008,""Existing Customer"",31,""F"",0,""Uneducated"",""Single"",""Less than $40K"",""Blue"",24,3,2,4,3827,1397,2430,0.88,2491,64,1,0.365,0.00028814,0.99971"
"790082508,""Existing Customer"",42,""M"",4,""High School"",""Single"",""$120K +"",""Blue"",35,5,2,2,34516,1658,32858,1.095,2935,65,0.711,0.048,0.00011604,0.99988"
"716866308,""Existing Customer"",38,""M"",2,""High School"",""Married"",""$60K - $80K"",""Blue"",33,6,3,4,5940,1101,4839,0.942,1872,34,1.125,0.185,0.00050163,0.9995"
"709707033,""Attrited Customer"",45,""M"",3,""Graduate"",""Single"",""$60K - $80K"",""Blue"",32,2,3,2,13162,0,13162,0.512,1424,38,0.583,0,0.99467,0.00533"
"718346658,""Existing Customer"",50,""F"",2,""Graduate"",""Married"",""Less than $40K"",""Blue"",37,3,2,4,1963,1357,606,0.689,1861,51,0.7,0.691,0.00032656,0.99967"
"824157858,""Existing Customer"",58,""M"",3,""Graduate"",""Married"",""$80K - $120K"",""Blue"",54,4,3,3,18713,1022,17691,0.682,1524,42,0.615,0.055,0.0003139,0.99969"
"709735008,""Existing Customer"",35,""M"",2,""High School"",""Married"",""$80K - $120K"",""Blue"",22,3,1,4,3023,1435,1588,0.62,1920,34,0.619,0.475,0.00015363,0.99985"
"814593858,""Existing Customer"",58,""M"",3,""High School"",""Single"",""$120K +"",""Blue"",53,4,1,2,6103,1798,4305,0.705,1468,34,0.619,0.295,5.5559e-05,0.99994"
"718416858,""Existing Customer"",42,""M"",5,""Graduate"",""Married"",""$60K - $80K"",""Blue"",34,3,3,3,10607,2517,8090,1.197,1903,40,0.538,0.237,0.00031231,0.99969"
"710307933,""Existing Customer"",32,""F"",0,""College"",""Single"",""Less than $40K"",""Blue"",24,3,3,4,2917,2517,400,0.833,2471,60,0.875,0.863,0.00043053,0.99957"
"715870758,""Existing Customer"",35,""M"",4,""Graduate"",""Married"",""$120K +"",""Blue"",30,4,3,4,34516,1018,33498,1.129,2350,55,0.774,0.029,0.00054115,0.99946"
"713819283,""Existing Customer"",51,""M"",1,""Uneducated"",""Married"",""$80K - $120K"",""Blue"",42,6,2,2,25197,2517,22680,0.721,3002,58,0.812,0.1,0.00010985,0.99989"
"710424408,""Existing Customer"",63,""M"",2,""Graduate"",""Married"",""Less than $40K"",""Blue"",36,5,2,4,2743,1815,928,0.567,1210,25,1.273,0.662,0.00032656,0.99967"
"709493283,""Existing Customer"",42,""M"",2,""Unknown"",""Single"",""$120K +"",""Blue"",32,5,2,4,4111,1233,2878,0.478,1289,36,0.5,0.3,0.00035894,0.99964"
"712489158,""Existing Customer"",36,""F"",0,""Uneducated"",""Single"",""Unknown"",""Blue"",18,5,3,2,3667,948,2719,0.641,2781,59,0.844,0.259,0.00015871,0.99984"
"719013108,""Existing Customer"",42,""M"",3,""Graduate"",""Divorced"",""$40K - $60K"",""Blue"",33,4,2,4,3178,1800,1378,0.89,4605,86,0.623,0.566,0.00033886,0.99966"
"721178583,""Attrited Customer"",37,""F"",3,""Graduate"",""Unknown"",""Unknown"",""Blue"",22,2,3,2,5674,0,5674,0.906,1096,29,0.526,0,0.99467,0.00533"
"717769008,""Existing Customer"",38,""M"",2,""Graduate"",""Married"",""$80K - $120K"",""Blue"",36,5,3,4,11444,1278,10166,1.31,2493,44,0.913,0.112,0.000516,0.99948"
"709986633,""Existing Customer"",29,""M"",1,""High School"",""Married"",""$40K - $60K"",""Blue"",36,3,1,3,1438.3,0,1438.3,0.742,2144,41,0.577,0,8.453e-05,0.99992"
"721062408,""Existing Customer"",54,""M"",2,""Uneducated"",""Divorced"",""$40K - $60K"",""Blue"",34,4,3,4,6387,1597,4790,0.689,1294,26,0.529,0.25,0.00053055,0.99947"
"771349458,""Existing Customer"",33,""M"",2,""Graduate"",""Married"",""$40K - $60K"",""Blue"",20,4,3,3,5657,1792,3865,0.904,1914,46,0.769,0.317,0.00030251,0.9997"
"780557658,""Existing Customer"",63,""F"",0,""Uneducated"",""Married"",""Unknown"",""Blue"",54,5,3,2,11827,0,11827,0.921,1395,37,0.609,0,0.00015871,0.99984"
"771441558,""Existing Customer"",49,""M"",2,""Post-Graduate"",""Married"",""$60K - $80K"",""Blue"",37,5,3,3,2608,1589,1019,0.982,2073,47,0.516,0.609,0.00035594,0.99964"
"756409758,""Existing Customer"",44,""F"",2,""Graduate"",""Married"",""Less than $40K"",""Blue"",37,4,5,4,3203,2076,1127,0.543,1433,38,1,0.648,0.00057631,0.99942"
"720009558,""Existing Customer"",33,""F"",2,""College"",""Single"",""Unknown"",""Gold"",36,3,1,3,34516,1540,32976,1.038,2574,72,0.756,0.045,0.00010376,0.9999"
"778885158,""Existing Customer"",57,""M"",3,""Uneducated"",""Married"",""$80K - $120K"",""Blue"",38,5,3,3,2472,2457,15,0.693,1392,33,0.737,0.994,0.00032275,0.99968"
"715543908,""Existing Customer"",52,""F"",3,""Uneducated"",""Married"",""Less than $40K"",""Blue"",43,4,3,3,2147,1173,974,0.653,1352,37,0.37,0.546,0.00032275,0.99968"
"717591483,""Existing Customer"",52,""F"",3,""Graduate"",""Single"",""Less than $40K"",""Blue"",44,4,1,3,3416,2044,1372,0.994,1924,48,0.92,0.598,9.6126e-05,0.9999"
"715042608,""Existing Customer"",39,""F"",2,""Doctorate"",""Married"",""Unknown"",""Blue"",36,5,2,4,8058,791,7267,1.787,2742,42,2,0.098,0.00047251,0.99953"
"755959683,""Existing Customer"",50,""F"",5,""Unknown"",""Unknown"",""Unknown"",""Blue"",43,5,1,2,3410,2281,1129,0.518,1296,31,0.348,0.669,6.2502e-05,0.99994"
"715367058,""Existing Customer"",43,""M"",3,""College"",""Unknown"",""$60K - $80K"",""Blue"",37,5,2,3,19044,0,19044,0.721,1780,44,0.76,0,0.00019313,0.99981"
"714573258,""Existing Customer"",36,""M"",2,""Post-Graduate"",""Single"",""$60K - $80K"",""Blue"",30,4,2,4,1606,798,808,0.59,2229,45,1.045,0.497,0.00038424,0.99962"
"712281183,""Existing Customer"",55,""M"",4,""Graduate"",""Married"",""$120K +"",""Blue"",36,4,2,2,24336,856,23480,0.459,1425,33,0.65,0.035,0.00011937,0.99988"
"717670758,""Existing Customer"",30,""F"",1,""Graduate"",""Single"",""Less than $40K"",""Blue"",20,5,2,3,5030,1327,3703,0.803,2523,71,0.775,0.264,0.00017969,0.99982"
"720666333,""Existing Customer"",36,""M"",3,""Unknown"",""Married"",""$120K +"",""Blue"",24,6,3,2,24577,0,24577,0.75,1897,39,0.393,0,0.00020516,0.99979"
"771556308,""Existing Customer"",26,""F"",0,""High School"",""Single"",""Less than $40K"",""Blue"",13,6,3,4,3517,1195,2322,0.556,2255,48,0.5,0.34,0.00043049,0.99957"
"708931908,""Existing Customer"",48,""M"",3,""High School"",""Single"",""$40K - $60K"",""Blue"",36,3,2,3,7400,636,6764,0.972,1568,51,0.5,0.086,0.00019311,0.99981"
"718894233,""Existing Customer"",53,""F"",2,""Graduate"",""Married"",""$40K - $60K"",""Blue"",36,6,2,4,2956,1391,1565,0.698,2116,63,0.575,0.471,0.00032656,0.99967"
"771544533,""Attrited Customer"",42,""F"",5,""High School"",""Married"",""Unknown"",""Blue"",30,3,1,4,3578,0,3578,0.759,1015,36,0.44,0,0.99374,0.00626"
"708927108,""Attrited Customer"",53,""M"",2,""Graduate"",""Married"",""$120K +"",""Blue"",36,1,3,2,12778,507,12271,0.967,1133,28,0.4,0.04,0.99447,0.00553"
"717831783,""Existing Customer"",58,""F"",2,""Uneducated"",""Married"",""Less than $40K"",""Blue"",45,3,3,4,1942,1536,406,0.615,1371,38,0.407,0.791,0.00053055,0.99947"
"709288383,""Existing Customer"",32,""M"",2,""Graduate"",""Divorced"",""$80K - $120K"",""Blue"",26,5,1,3,29961,789,29172,0.833,2337,69,0.605,0.026,9.2637e-05,0.99991"
"710813733,""Existing Customer"",48,""M"",4,""Uneducated"",""Married"",""$60K - $80K"",""Silver"",35,5,3,4,33791,0,33791,0.712,1546,41,0.577,0,0.00050277,0.9995"
"721084833,""Existing Customer"",48,""M"",5,""High School"",""Married"",""$40K - $60K"",""Silver"",34,5,0,2,17657,2018,15639,0.55,1682,39,0.95,0.114,1.8481e-05,0.99998"
"711258108,""Existing Customer"",54,""M"",1,""College"",""Married"",""$120K +"",""Blue"",44,4,3,2,2821,2415,406,0.441,1419,36,0.8,0.856,0.00016415,0.99984"
"710149008,""Existing Customer"",59,""M"",0,""High School"",""Married"",""Less than $40K"",""Blue"",47,6,3,4,1479,787,692,0.865,2139,70,0.556,0.532,0.00043049,0.99957"
"711902058,""Existing Customer"",35,""M"",2,""Graduate"",""Married"",""$60K - $80K"",""Blue"",36,3,3,2,1438.3,0,1438.3,1.623,2492,55,0.897,0,0.00017987,0.99982"
"716757033,""Existing Customer"",37,""M"",4,""Post-Graduate"",""Married"",""$40K - $60K"",""Blue"",27,5,1,4,6859,1766,5093,1.186,3045,56,0.697,0.257,0.00019502,0.9998"
"712688433,""Existing Customer"",36,""M"",3,""High School"",""Divorced"",""$120K +"",""Blue"",36,3,2,3,3404,1568,1836,1.055,2406,65,0.857,0.461,0.00019311,0.99981"
"713203908,""Existing Customer"",26,""M"",0,""Uneducated"",""Single"",""$40K - $60K"",""Blue"",15,4,1,3,2158,1695,463,0.766,1833,27,0.588,0.785,8.1736e-05,0.99992"
"711772008,""Attrited Customer"",35,""F"",3,""Graduate"",""Single"",""Less than $40K"",""Blue"",22,1,2,1,1890,666,1224,0.691,1483,36,0.5,0.352,0.98616,0.01384"
"708799983,""Attrited Customer"",40,""M"",1,""Post-Graduate"",""Married"",""$60K - $80K"",""Blue"",36,6,3,4,18386,890,17496,0.361,1698,43,0.483,0.048,0.99825,0.00175068"
"778882758,""Existing Customer"",55,""F"",2,""Unknown"",""Married"",""Unknown"",""Blue"",36,5,5,4,3602,2013,1589,0.839,1935,47,1.474,0.559,0.00063344,0.99937"
"709157133,""Existing Customer"",39,""M"",1,""Unknown"",""Divorced"",""$80K - $120K"",""Blue"",34,6,1,3,3766,1049,2717,0.666,1514,51,0.645,0.279,9.5577e-05,0.9999"
"741344808,""Existing Customer"",39,""F"",2,""Graduate"",""Married"",""Less than $40K"",""Blue"",32,4,2,4,5634,2057,3577,1.399,2905,63,0.969,0.365,0.00032656,0.99967"
"739692933,""Existing Customer"",46,""F"",2,""Unknown"",""Single"",""$40K - $60K"",""Blue"",29,4,2,4,3126,2517,609,1.235,1638,41,0.519,0.805,0.00035894,0.99964"
"766429908,""Existing Customer"",49,""M"",2,""High School"",""Unknown"",""$60K - $80K"",""Blue"",42,6,1,2,3017,786,2231,1.081,1640,37,0.762,0.261,5.3542e-05,0.99995"
"802087683,""Existing Customer"",32,""M"",0,""Post-Graduate"",""Married"",""$60K - $80K"",""Blue"",26,6,2,3,5478,1491,3987,1.304,2456,55,0.571,0.272,0.0001933,0.99981"
"712491108,""Existing Customer"",35,""M"",1,""Post-Graduate"",""Married"",""$80K - $120K"",""Blue"",20,6,3,4,13046,1177,11869,1.214,2601,52,0.733,0.09,0.00056988,0.99943"
"714767508,""Existing Customer"",39,""M"",2,""Graduate"",""Married"",""$40K - $60K"",""Blue"",31,5,3,2,8687,1146,7541,1.8,2279,33,1.357,0.132,0.00017987,0.99982"
"720376008,""Existing Customer"",53,""F"",2,""Graduate"",""Married"",""Less than $40K"",""Blue"",40,6,2,4,6174,1421,4753,0.669,2043,52,0.793,0.23,0.00032656,0.99967"
"779126658,""Existing Customer"",26,""F"",0,""Graduate"",""Single"",""$40K - $60K"",""Blue"",13,5,1,2,5655,0,5655,0.842,2312,61,0.649,0,4.7263e-05,0.99995"
"793222008,""Existing Customer"",32,""M"",0,""High School"",""Married"",""$60K - $80K"",""Blue"",26,5,2,3,5397,1784,3613,0.904,2056,49,0.633,0.331,0.0001597,0.99984"
"720812433,""Existing Customer"",54,""M"",2,""College"",""Married"",""$120K +"",""Blue"",46,6,1,2,28465,0,28465,0.696,1693,37,1.056,0,5.3547e-05,0.99995"
"717623583,""Existing Customer"",36,""F"",3,""High School"",""Married"",""Less than $40K"",""Blue"",27,4,2,4,3444,2441,1003,1.563,2668,51,0.545,0.709,0.00032942,0.99967"
"708878508,""Existing Customer"",45,""F"",3,""High School"",""Married"",""Less than $40K"",""Blue"",37,4,1,3,2104,1267,837,0.677,1732,35,1.059,0.602,9.3448e-05,0.99991"
"710043408,""Existing Customer"",49,""M"",3,""Graduate"",""Married"",""$80K - $120K"",""Blue"",37,4,1,4,15610,2048,13562,0.657,1916,58,0.526,0.131,0.00016399,0.99984"
"789079758,""Existing Customer"",44,""M"",4,""Doctorate"",""Unknown"",""$120K +"",""Blue"",32,3,2,3,34516,1356,33160,1.169,1531,48,0.655,0.039,0.00029051,0.99971"
"721311333,""Existing Customer"",32,""M"",1,""High School"",""Married"",""Unknown"",""Blue"",22,3,1,4,16912,1590,15322,1.274,2413,41,0.708,0.094,0.00014421,0.99986"
"710749458,""Existing Customer"",64,""F"",0,""Doctorate"",""Married"",""Less than $40K"",""Blue"",53,4,1,3,5462,1864,3598,0.67,1523,35,0.667,0.341,0.00011504,0.99988"
"778275783,""Existing Customer"",37,""F"",2,""Unknown"",""Unknown"",""Less than $40K"",""Blue"",27,5,1,2,2868,1434,1434,0.777,2909,64,0.488,0.5,6.054e-05,0.99994"
"799498158,""Existing Customer"",31,""M"",1,""Post-Graduate"",""Married"",""$60K - $80K"",""Blue"",22,5,1,3,2685,1580,1105,0.727,1642,36,0.636,0.588,0.00010231,0.9999"
"716334258,""Existing Customer"",49,""F"",3,""Uneducated"",""Divorced"",""$40K - $60K"",""Blue"",36,5,1,2,5238,1365,3873,1.027,1834,43,1.263,0.261,5.8763e-05,0.99994"
"716075208,""Existing Customer"",32,""F"",3,""High School"",""Married"",""Less than $40K"",""Blue"",22,4,2,4,4561,2029,2532,0.768,1874,38,0.52,0.445,0.00032942,0.99967"
"780276258,""Existing Customer"",53,""M"",2,""High School"",""Married"",""$120K +"",""Blue"",39,3,2,3,13091,985,12106,0.322,1452,37,0.276,0.075,0.0001861,0.99981"
"789282333,""Existing Customer"",62,""F"",0,""Graduate"",""Married"",""Unknown"",""Blue"",51,3,3,3,10826,1274,9552,0.602,1355,34,0.619,0.118,0.0002596,0.99974"
"811571733,""Existing Customer"",26,""F"",0,""Unknown"",""Single"",""Unknown"",""Blue"",13,4,2,2,2600,1876,724,0.606,2625,45,0.364,0.722,0.00010736,0.99989"
"709429533,""Existing Customer"",49,""F"",5,""Graduate"",""Divorced"",""Unknown"",""Blue"",35,6,3,4,2561,0,2561,1.021,2047,41,0.864,0,0.00053272,0.99947"
"715247508,""Existing Customer"",30,""F"",1,""Graduate"",""Married"",""Less than $40K"",""Blue"",36,3,2,2,7087,1060,6027,0.709,1712,37,0.609,0.15,0.00010684,0.99989"
"718784358,""Existing Customer"",34,""M"",4,""Uneducated"",""Single"",""$120K +"",""Blue"",36,6,3,2,34516,2517,31999,0.975,1969,46,1.3,0.073,0.00019396,0.99981"
"751450008,""Existing Customer"",41,""M"",1,""Post-Graduate"",""Single"",""$40K - $60K"",""Blue"",32,3,2,4,10266,1390,8876,0.593,1720,42,0.556,0.135,0.00036066,0.99964"
"719227233,""Existing Customer"",27,""F"",1,""Unknown"",""Single"",""Less than $40K"",""Blue"",36,3,3,3,1553,723,830,0.666,1954,43,0.344,0.466,0.00031211,0.99969"
"711050058,""Existing Customer"",33,""F"",2,""Uneducated"",""Married"",""$40K - $60K"",""Blue"",23,4,2,4,6732,0,6732,0.856,1644,45,0.731,0,0.00033577,0.99966"
"779040408,""Existing Customer"",56,""M"",2,""High School"",""Married"",""$120K +"",""Blue"",37,3,1,2,12181,1702,10479,0.834,1478,33,0.5,0.14,5.3542e-05,0.99995"
"714024858,""Existing Customer"",36,""M"",3,""High School"",""Married"",""$80K - $120K"",""Blue"",27,3,1,2,7056,0,7056,0.815,1739,35,0.842,0,5.5559e-05,0.99994"
"789849108,""Existing Customer"",35,""M"",1,""Graduate"",""Single"",""$60K - $80K"",""Blue"",25,6,1,2,14365,0,14365,0.61,2290,62,0.632,0,5.1697e-05,0.99995"
"710391258,""Existing Customer"",27,""M"",0,""Graduate"",""Married"",""$40K - $60K"",""Blue"",36,3,2,4,11473,829,10644,0.707,2147,41,0.519,0.072,0.00028024,0.99972"
"718830183,""Existing Customer"",46,""M"",1,""High School"",""Single"",""$60K - $80K"",""Blue"",38,5,2,4,23996,2517,21479,0.488,1339,29,0.381,0.105,0.00029799,0.9997"
"779696883,""Existing Customer"",48,""M"",2,""Graduate"",""Divorced"",""$60K - $80K"",""Blue"",33,4,2,4,2998,1789,1209,0.807,1825,31,0.348,0.597,0.00032656,0.99967"
"719249733,""Existing Customer"",54,""M"",1,""Unknown"",""Single"",""$80K - $120K"",""Blue"",36,6,2,2,30011,1232,28779,0.944,1676,41,0.783,0.041,0.00011743,0.99988"
"737971833,""Existing Customer"",38,""M"",1,""Graduate"",""Married"",""$60K - $80K"",""Blue"",31,6,3,3,2405,1553,852,1.156,2503,40,0.667,0.646,0.00028395,0.99972"
"772468983,""Existing Customer"",36,""M"",1,""Post-Graduate"",""Married"",""$80K - $120K"",""Blue"",26,3,4,2,21927,1291,20636,0.864,1946,37,0.542,0.059,0.00024008,0.99976"
"710990283,""Existing Customer"",56,""M"",1,""High School"",""Married"",""$80K - $120K"",""Blue"",36,4,1,2,3906,1851,2055,0.73,1839,33,0.833,0.474,5.0256e-05,0.99995"
"808750458,""Existing Customer"",32,""M"",1,""Doctorate"",""Single"",""$60K - $80K"",""Blue"",27,5,3,3,10029,606,9423,0.727,2192,58,0.657,0.06,0.00041087,0.99959"
"719692983,""Existing Customer"",36,""M"",2,""Doctorate"",""Married"",""$60K - $80K"",""Blue"",30,3,3,4,4934,1504,3430,1.52,2747,42,0.448,0.305,0.00074656,0.99925"
"719125158,""Existing Customer"",35,""F"",2,""High School"",""Single"",""Less than $40K"",""Silver"",15,5,2,2,13882,1452,12430,0.771,2685,71,0.511,0.105,9.9979e-05,0.9999"
"787509408,""Existing Customer"",26,""M"",0,""College"",""Single"",""Unknown"",""Blue"",13,6,3,2,2347,0,2347,0.863,2595,56,0.333,0,0.00015007,0.99985"
"719206308,""Existing Customer"",32,""M"",1,""High School"",""Married"",""$60K - $80K"",""Blue"",24,4,2,2,4116,1223,2893,0.73,1657,38,0.52,0.297,0.00010386,0.9999"
"717141858,""Existing Customer"",56,""F"",2,""High School"",""Single"",""$40K - $60K"",""Blue"",36,4,1,2,13904,625,13279,0.673,3151,67,0.595,0.045,5.3542e-05,0.99995"
"713172408,""Existing Customer"",54,""M"",1,""Unknown"",""Married"",""$80K - $120K"",""Blue"",43,4,2,4,32558,2016,30542,0.506,1440,37,0.423,0.062,0.00033692,0.99966"
"720314583,""Existing Customer"",54,""M"",2,""Unknown"",""Married"",""$80K - $120K"",""Blue"",44,4,1,2,12902,1860,11042,0.492,1273,33,0.375,0.144,6.054e-05,0.99994"
"708347583,""Existing Customer"",37,""F"",4,""Uneducated"",""Married"",""Less than $40K"",""Blue"",36,4,1,4,2509,1144,1365,0.692,1804,38,0.583,0.456,0.00017042,0.99983"
"711006783,""Existing Customer"",38,""F"",1,""Graduate"",""Single"",""Less than $40K"",""Blue"",22,3,3,3,2484,2149,335,0.669,1200,28,0.647,0.865,0.00028395,0.99972"
"718274283,""Existing Customer"",35,""M"",3,""College"",""Single"",""$60K - $80K"",""Blue"",36,5,1,3,2780,0,2780,0.565,2469,67,0.811,0,9.3457e-05,0.99991"
"803977008,""Existing Customer"",39,""M"",2,""Unknown"",""Married"",""$60K - $80K"",""Blue"",34,6,2,4,5219,1826,3393,1.011,1715,35,1.188,0.35,0.00035894,0.99964"
"715216908,""Existing Customer"",48,""M"",4,""Doctorate"",""Single"",""$80K - $120K"",""Blue"",36,6,3,4,18102,1381,16721,0.513,1486,32,0.143,0.076,0.00078294,0.99922"
"779611008,""Existing Customer"",29,""M"",0,""Graduate"",""Married"",""$40K - $60K"",""Blue"",18,4,3,4,4532,0,4532,0.734,1885,55,0.528,0,0.00044282,0.99956"
"811467708,""Existing Customer"",33,""M"",2,""Graduate"",""Married"",""$80K - $120K"",""Blue"",28,4,2,2,22399,1431,20968,1.019,2390,62,0.722,0.064,0.00011382,0.99989"
"812597508,""Existing Customer"",39,""F"",1,""High School"",""Married"",""$40K - $60K"",""Blue"",34,6,5,3,4489,2498,1991,0.779,2153,58,0.568,0.556,0.00030831,0.99969"
"718651083,""Existing Customer"",35,""F"",2,""Graduate"",""Single"",""Unknown"",""Blue"",25,4,1,4,10329,514,9815,0.708,2461,68,0.838,0.05,0.00015804,0.99984"
"708577308,""Existing Customer"",43,""F"",1,""Unknown"",""Divorced"",""Less than $40K"",""Blue"",36,4,2,3,2637,1272,1365,0.728,1569,39,1.053,0.482,0.00019751,0.9998"
"813990483,""Existing Customer"",27,""F"",0,""High School"",""Married"",""Less than $40K"",""Blue"",22,4,1,2,1864,1384,480,0.904,1662,32,0.391,0.742,4.5946e-05,0.99995"
"816319008,""Existing Customer"",52,""F"",2,""Graduate"",""Single"",""Unknown"",""Blue"",47,6,3,3,13276,1917,11359,1.075,1901,33,0.833,0.144,0.00030251,0.9997"
"789627258,""Existing Customer"",31,""M"",1,""Graduate"",""Single"",""$40K - $60K"",""Blue"",25,5,3,3,1935,1033,902,0.623,2498,60,1,0.534,0.00028395,0.99972"
"713346558,""Existing Customer"",45,""M"",4,""Graduate"",""Divorced"",""$60K - $80K"",""Blue"",37,5,2,4,6784,891,5893,1.047,1900,28,0.556,0.131,0.00034248,0.99966"
"708744933,""Existing Customer"",35,""M"",2,""High School"",""Married"",""$60K - $80K"",""Blue"",36,4,2,4,19127,1880,17247,0.788,1859,33,0.571,0.098,0.00031746,0.99968"
"708828258,""Existing Customer"",55,""M"",2,""College"",""Married"",""$120K +"",""Blue"",37,5,2,3,32641,1551,31090,0.488,1327,30,0.304,0.048,0.00018612,0.99981"
